400	0.032080
401	0.032000
402	0.031800
403	0.031700
404	0.031500
405	0.031400
406	0.031300
407	0.031100
408	0.030900
409	0.030800
410	0.030590
411	0.030400
412	0.030300
413	0.030100
414	0.030000
415	0.029800
416	0.029700
417	0.029600
418	0.029500
419	0.029300
420	0.029230
421	0.029100
422	0.029000
423	0.028900
424	0.028800
425	0.028700
426	0.028500
427	0.028400
428	0.028300
429	0.028200
430	0.028080
431	0.027900
432	0.027800
433	0.027600
434	0.027500
435	0.027400
436	0.027200
437	0.027100
438	0.026900
439	0.026800
440	0.026600
441	0.026500
442	0.026300
443	0.026200
444	0.026000
445	0.025900
446	0.025800
447	0.025700
448	0.025500
449	0.025400
450	0.025290
451	0.025200
452	0.025200
453	0.025100
454	0.025100
455	0.025000
456	0.025000
457	0.025000
458	0.025000
459	0.025000
460	0.025010
461	0.025000
462	0.025000
463	0.025000
464	0.025000
465	0.025000
466	0.025000
467	0.025000
468	0.025000
469	0.025000
470	0.024990
471	0.025000
472	0.025000
473	0.025000
474	0.025000
475	0.025000
476	0.024800
477	0.024700
478	0.024500
479	0.024400
480	0.024230
481	0.024200
482	0.024200
483	0.024200
484	0.024200
485	0.024200
486	0.024200
487	0.024200
488	0.024200
489	0.024200
490	0.024210
491	0.024500
492	0.024800
493	0.025100
494	0.025400
495	0.025700
496	0.025700
497	0.025700
498	0.025700
499	0.025650
500	0.025640
501	0.025600
502	0.025600
503	0.025600
504	0.025600
505	0.025600
506	0.025700
507	0.025800
508	0.025800
509	0.025900
510	0.025980
511	0.026000
512	0.026000
513	0.026000
514	0.026000
515	0.026000
516	0.026000
517	0.026000
518	0.026000
519	0.026000
520	0.025960
521	0.026000
522	0.026000
523	0.026000
524	0.026000
525	0.026000
526	0.025900
527	0.025900
528	0.025900
529	0.025900
530	0.025930
531	0.025900
532	0.025900
533	0.025900
534	0.025900
535	0.025900
536	0.026100
537	0.026400
538	0.026600
539	0.026800
540	0.027000
541	0.027000
542	0.027000
543	0.027000
544	0.027000
545	0.027000
546	0.027400
547	0.027700
548	0.028100
549	0.028400
550	0.028800
551	0.028800
552	0.028800
553	0.028800
554	0.028800
555	0.028800
556	0.028800
557	0.028800
558	0.028800
559	0.028800
560	0.028780
561	0.028800
562	0.028800
563	0.028800
564	0.028800
565	0.028800
566	0.028800
567	0.028900
568	0.029000
569	0.029100
570	0.029120
571	0.029100
572	0.029100
573	0.029100
574	0.029100
575	0.029100
576	0.029200
577	0.029300
578	0.029300
579	0.029400
580	0.029500
581	0.029800
582	0.030100
583	0.030300
584	0.030600
585	0.030900
586	0.030900
587	0.030900
588	0.030900
589	0.030900
590	0.030890
591	0.030900
592	0.030900
593	0.030900
594	0.030900
595	0.030900
596	0.030900
597	0.030900
598	0.030900
599	0.030870
600	0.030870
601	0.031000
602	0.031100
603	0.031200
604	0.031300
605	0.031500
606	0.031500
607	0.031500
608	0.031500
609	0.031600
610	0.031570
611	0.031600
612	0.031600
613	0.031600
614	0.031600
615	0.031600
616	0.031600
617	0.031700
618	0.031800
619	0.031800
620	0.031910
621	0.032000
622	0.032100
623	0.032100
624	0.032200
625	0.032300
626	0.032600
627	0.033000
628	0.033400
629	0.033700
630	0.034080
631	0.034100
632	0.034100
633	0.034100
634	0.034100
635	0.034100
636	0.034300
637	0.034400
638	0.034600
639	0.034800
640	0.034980
641	0.035200
642	0.035300
643	0.035500
644	0.035700
645	0.035900
646	0.035900
647	0.036000
648	0.036100
649	0.036100
650	0.036210
651	0.036400
652	0.036500
653	0.036600
654	0.036800
655	0.036900
656	0.037100
657	0.037300
658	0.037400
659	0.037600
660	0.037770
661	0.037800
662	0.037900
663	0.037900
664	0.038000
665	0.038000
666	0.038300
667	0.038600
668	0.038900
669	0.039200
670	0.039450
671	0.039400
672	0.039400
673	0.039400
674	0.039400
675	0.039400
676	0.039800
677	0.040200
678	0.040500
679	0.040900
680	0.041240
681	0.041300
682	0.041400
683	0.041500
684	0.041500
685	0.041600
686	0.041700
687	0.041700
688	0.041800
689	0.041900
690	0.041950
691	0.042000
692	0.041900
693	0.041900
694	0.041900
695	0.041900
696	0.041900
697	0.041900
698	0.041900
699	0.041930
700	0.041930
701	0.042100
702	0.042400
703	0.042600
704	0.042800
705	0.043000
706	0.043300
707	0.043600
708	0.043900
709	0.044300
710	0.044570
711	0.044600
712	0.044700
713	0.044700
714	0.044800
715	0.044800
716	0.045000
717	0.045100
718	0.045200
719	0.045400
720	0.045520
721	0.045700
722	0.045800
723	0.046000
724	0.046100
725	0.046200
726	0.046500
727	0.046800
728	0.047100
729	0.047400
730	0.047680
731	0.048100
732	0.048400
733	0.048800
734	0.049100
735	0.049500
736	0.049700
737	0.049900
738	0.050100
739	0.050400
740	0.050580
741	0.050700
742	0.050900
743	0.051100
744	0.051200
745	0.051400
746	0.051600
747	0.051800
748	0.052000
749	0.052100
750	0.052330
751	0.052500
752	0.052700
753	0.052900
754	0.053100
755	0.053300
756	0.053600
757	0.053800
758	0.054000
759	0.054300
760	0.054540
761	0.054600
762	0.054700
763	0.054800
764	0.054800
765	0.054900
766	0.054900
767	0.054900
768	0.054900
769	0.054900
770	0.054880
771	0.054900
772	0.054900
773	0.055000
774	0.055000
775	0.055000
776	0.055500
777	0.056000
778	0.056500
779	0.056900
780	0.057400
781	0.057500
782	0.057700
783	0.057800
784	0.057900
785	0.058000
786	0.058100
787	0.058200
788	0.058300
789	0.058400
790	0.058470
791	0.058800
792	0.059200
793	0.059600
794	0.059900
795	0.060300
796	0.060300
797	0.060300
798	0.060300
799	0.060270
800	0.060270
801	0.060600
802	0.061000
803	0.061400
804	0.061700
805	0.062100
